policy_id,section_number,category,policy_type,requirement_level,natural_language,original_text,references,has_references
HIPAA-0105,164.314(a)(a),Security Standards,Requirement,N/A,Of this section without unreasonable dela y and in no case later than 60 calendar da ys after discovery of a breach.,of this section without unreasonable dela y and in no case later than 60 calendar da ys after discovery of a breach.,,No
HIPAA-0106,164.314(a)(c),Security Standards,Implementation Specification,N/A,S: Content of notification —.,Implementation specifications: Content of notification —.,,No
HIPAA-0107,164.314(a)(a),Security Standards,Requirement,N/A,"Of this section shall include, to the extent possible: (A)A brief description of what happened, including the date of the breach and the date of the discovery of the breach, if known; (B)A description of the types of unsecur ed protected health information that wer e inv olved in the breach (such as whether full name, social security number , date of bir th, home addr ess, account number , diagnosis, disability code, or other types of information wer e inv olved); (C)Any steps individuals should tak e to protect themselv es from potential harm r esulting from the breach; (D)A brief description of what the covered entity inv olved is doing to inv estigate the breach, to mitigate harm to individuals, and to protect against any further breaches; and (E)Contact procedures for individuals to ask questions or learn additional information, which shall include a toll-fr ee telephone number , an e-mail addr ess, W eb site, or postal addr ess.","of this section shall include, to the extent possible: (A)A brief description of what happened, including the date of the breach and the date of the discovery of the breach, if known; (B)A description of the types of unsecur ed protected health information that wer e inv olved in the breach (such as whether full name, social security number , date of bir th, home addr ess, account number , diagnosis, disability code, or other types of information wer e inv olved); (C)Any steps individuals should tak e to protect themselv es from potential harm r esulting from the breach; (D)A brief description of what the covered entity inv olved is doing to inv estigate the breach, to mitigate harm to individuals, and to protect against any further breaches; and (E)Contact procedures for individuals to ask questions or learn additional information, which shall include a toll-fr ee telephone number , an e-mail addr ess, W eb site, or postal addr ess.",,No
HIPAA-0108,164.314(a)(d),Security Standards,Implementation Specification,N/A,S: Methods of individual notification.,Implementation specifications: Methods of individual notification.,,No
HIPAA-0109,164.314(a)(a),Security Standards,Requirement,N/A,Of this section shall be provided in the following form:45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,of this section shall be provided in the following form:45 CFR Part 16 4 (up to date as of 9/17/2025) Security and Privacy45 CFR 16 4.,,No
HIPAA-0110,164.314(a)(a),Security Standards,Requirement,N/A,402 “Unsecured protected health information ” 45 CFR 16 4.,402 “Unsecured protected health information ” 45 CFR 16 4.,,No
HIPAA-0111,164.314(a)(i),Security Standards,Requirement,N/A,"Written notification by first-class mail to the individual at the last known addr ess of the individual or , if the individual agrees to electronic notice and such agreement has not been withdr awn, by electronic mail.","Written notification by first-class mail to the individual at the last known addr ess of the individual or , if the individual agrees to electronic notice and such agreement has not been withdr awn, by electronic mail.",,No
HIPAA-0112,164.314(a)(i),Security Standards,Requirement,N/A,The notification may be provided in one or more mailings as information is a vailable.,The notification may be provided in one or more mailings as information is a vailable.,,No
HIPAA-0113,164.314(a)(ii),Security Standards,Requirement,N/A,If the covered entity knows the individual is deceased and has the addr ess of the nextof kin or personal representative of the individual (as specified under § 164.,If the covered entity knows the individual is deceased and has the addr ess of the nextof kin or personal representative of the individual (as specified under § 164.,,No
HIPAA-0114,164.314(a)(4),Security Standards,Requirement,N/A,"Of subpart E), written notification by first-class mail to either the nextof kin or personal representative of the individual.","of subpart E), written notification by first-class mail to either the nextof kin or personal representative of the individual.",,No
HIPAA-0115,164.314(a)(4),Security Standards,Requirement,N/A,The notification may be provided in one or more mailings as information is a vailable.,The notification may be provided in one or more mailings as information is a vailable.,,No
HIPAA-0116,164.314(a)(2),Security Standards,Requirement,N/A,In the case in which there is insufficientor out-of-date contact information that precludes written notification to the individual under paragraph.,In the case in which there is insufficientor out-of-date contact information that precludes written notification to the individual under paragraph.,,No
HIPAA-0117,164.314(a)(i),Security Standards,Requirement,N/A,"Of this section, a substitute form of notice r easonably calculated to reach the individual shall be provided.","of this section, a substitute form of notice r easonably calculated to reach the individual shall be provided.",,No
HIPAA-0118,164.314(a)(i),Security Standards,Requirement,N/A,Substitute notice need not be provided in the case in which there is insufficientor out-of-date contact information that precludes written notification to the nextof kin or personal representative of the individual under paragraph.,Substitute notice need not be provided in the case in which there is insufficientor out-of-date contact information that precludes written notification to the nextof kin or personal representative of the individual under paragraph.,,No
HIPAA-0119,164.314(a)(i),Security Standards,Requirement,N/A,"In the case in which there is insufficientor out-of-date contact information for f ewer than 10 individuals, then such substitute notice may be provided by an alternativ e form of written notice, telephone, or other means.","In the case in which there is insufficientor out-of-date contact information for f ewer than 10 individuals, then such substitute notice may be provided by an alternativ e form of written notice, telephone, or other means.",,No
HIPAA-0120,164.314(a)(ii),Security Standards,Requirement,N/A,"In the case in which there is insufficientor out-of-date contact information for 10 or more individuals, then such substitute notice shall: (A)Be in the form of either a conspicuous posting for a period of 90 da ys on the home page of the Web site of the covered entity inv olved, or conspicuous notice in major printor br oadcast media in geogr aphic areas where the individuals aff ected by the breach lik ely reside; and (B)Include a toll-fr ee phone number that r emains activ e for at least 90 da ys where an individual can learn whether the individual's unsecur ed protected health information may be included in the breach.","In the case in which there is insufficientor out-of-date contact information for 10 or more individuals, then such substitute notice shall: (A)Be in the form of either a conspicuous posting for a period of 90 da ys on the home page of the Web site of the covered entity inv olved, or conspicuous notice in major printor br oadcast media in geogr aphic areas where the individuals aff ected by the breach lik ely reside; and (B)Include a toll-fr ee phone number that r emains activ e for at least 90 da ys where an individual can learn whether the individual's unsecur ed protected health information may be included in the breach.",,No
